Exam Name     ,Application Form Date,Examination Date,Result Announce Date,Exam Medium,,,
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",05 Feb 18 - 10 Apr 18,22 Apr 18 - 25 May 18,24-May-18,Online Test,,,
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Acharya NG Ranga Agricultural University,,"Hyderabad, Telangana","Acharya NG Ranga Agricultural University Hyderabad, Telangana",,BE/B.Tech,44 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Gokaraju Rangaraju College of Pharmacy,Osmania University - [OU],"Hyderabad, Telangana","Gokaraju Rangaraju College of Pharmacy Hyderabad, Telangana Osmania University - [OU]",,B.Pharm,84.5 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Raghavendhra Institute of Pharmaceutical Education and Research,Jawaharlal Nehru Technological University - [JNTU],"Ananthapur, Andhra Pradesh","Raghavendhra Institute of Pharmaceutical Education and Research Ananthapur, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,30.2 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Annamacharya College of Pharmacy,Jawaharlal Nehru Technological University - [JNTU],"Kadapa, Andhra Pradesh","Annamacharya College of Pharmacy Kadapa, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,38 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",MAM College of Pharmacy,Acharya Nagarjuna University - [ANU],"Narasaraopet, Andhra Pradesh","MAM College of Pharmacy Narasaraopet, Andhra Pradesh Acharya Nagarjuna University - [ANU]",,B.Pharm,35 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",St. Johns College of Pharmaceutical Sciences,Jawaharlal Nehru Technological University - [JNTU],"Kurnool, Andhra Pradesh","St. Johns College of Pharmaceutical Sciences Kurnool, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,50.2 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",NRI College of Pharmacy,Jawaharlal Nehru Technological University - [JNTU],"Agiripalle, Andhra Pradesh","NRI College of Pharmacy Agiripalle, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,60 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Seven Hills College of Pharmacy,Jawaharlal Nehru Technological University - [JNTU],"Tirupati, Andhra Pradesh","Seven Hills College of Pharmacy Tirupati, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,35 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Krishna Teja Pharmacy College,Jawaharlal Nehru Technological University - [JNTU],"Tirupati, Andhra Pradesh","Krishna Teja Pharmacy College Tirupati, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,45 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Hindu College of Pharmacy,Acharya Nagarjuna University - [ANU],"Guntur, Andhra Pradesh","Hindu College of Pharmacy Guntur, Andhra Pradesh Acharya Nagarjuna University - [ANU]",,B.Pharm,1 l / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Narasaraopeta Institute of Pharmaceutical Sciences,Jawaharlal Nehru Technological University - [JNTU],"Guntur, Andhra Pradesh","Narasaraopeta Institute of Pharmaceutical Sciences Guntur, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,35 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Maharajah's College of Pharmacy,Andhra University - [AU],"Vizianagaram, Andhra Pradesh","Maharajah's College of Pharmacy Vizianagaram, Andhra Pradesh Andhra University - [AU]",,B.Pharm,40 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",KJR College of Pharmacy,Andhra University - [AU],"Rajahmundhry, Andhra Pradesh","KJR College of Pharmacy Rajahmundhry, Andhra Pradesh Andhra University - [AU]",,B.Pharm,45 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Sri Venkateswara College of Pharmacy,Andhra University - [AU],"Etcherla, Andhra Pradesh","Sri Venkateswara College of Pharmacy Etcherla, Andhra Pradesh Andhra University - [AU]",,B.Pharm,52.6 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Koringa College of Pharmacy Korangi,Jawaharlal Nehru Technological University - [JNTU],"East Godavari, Andhra Pradesh","Koringa College of Pharmacy Korangi East Godavari, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,35 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Aditya Pharmacy College Surampalem,Jawaharlal Nehru Technological University - [JNTU],"East Godavari, Andhra Pradesh","Aditya Pharmacy College Surampalem East Godavari, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,31 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Saastra College of Pharmaceutical Education and Research,Jawaharlal Nehru Technological University - [JNTU],"Nellore, Andhra Pradesh","Saastra College of Pharmaceutical Education and Research Nellore, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,37 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Narayana Pharmacy College,Jawaharlal Nehru Technological University - [JNTU],"Nellore, Andhra Pradesh","Narayana Pharmacy College Nellore, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Chebrolu Hanumaiah Institute of Pharmaceutical Sciences,Acharya Nagarjuna University - [ANU],"Guntur, Andhra Pradesh","Chebrolu Hanumaiah Institute of Pharmaceutical Sciences Guntur, Andhra Pradesh Acharya Nagarjuna University - [ANU]",,B.Pharm,60 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",QIS College of Pharmacy,Jawaharlal Nehru Technological University - [JNTU],"Prakasam, Andhra Pradesh","QIS College of Pharmacy Prakasam, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,B.Pharm,60 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Kurnool Medical College,Dr. NTR University of Health Sciences - [NTRUHS],"Kurnool, Andhra Pradesh","Kurnool Medical College Kurnool, Andhra Pradesh Dr. NTR University of Health Sciences - [NTRUHS]",,MBBS,11.4 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Fathima Institute of Medical Sciences,Dr. NTR University of Health Sciences - [NTRUHS],"Kadapa, Andhra Pradesh","Fathima Institute of Medical Sciences Kadapa, Andhra Pradesh Dr. NTR University of Health Sciences - [NTRUHS]",,MBBS,
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",PES Institute of Medical Sciences and Research,Dr. NTR University of Health Sciences - [NTRUHS],"Kuppam, Andhra Pradesh","PES Institute of Medical Sciences and Research Kuppam, Andhra Pradesh Dr. NTR University of Health Sciences - [NTRUHS]",,MBBS,10.4 l / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",NRI Medical College,Dr. NTR University of Health Sciences - [NTRUHS],"Guntur, Andhra Pradesh","NRI Medical College Guntur, Andhra Pradesh Dr. NTR University of Health Sciences - [NTRUHS]",,MBBS,12 l / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Guntur Medical College,Dr. NTR University of Health Sciences - [NTRUHS],"Guntur, Andhra Pradesh","Guntur Medical College Guntur, Andhra Pradesh Dr. NTR University of Health Sciences - [NTRUHS]",,MBBS,18.6 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Dr. NTR University of Health Sciences,,"Vijayawada, Andhra Pradesh","Dr. NTR University of Health Sciences Vijayawada, Andhra Pradesh",,MBBS,12.1 l / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Maharaj Vijayaram Gajapathi Raj College of Engineering,Jawaharlal Nehru Technological University - [JNTU],"Vizianagaram, Andhra Pradesh","Maharaj Vijayaram Gajapathi Raj College of Engineering Vizianagaram, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,88.2 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Sri Venkatesa Perumal College of Engineering and Technology,Jawaharlal Nehru Technological University - [JNTU],"Puttur, Andhra Pradesh","Sri Venkatesa Perumal College of Engineering and Technology Puttur, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,37 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Prakasam Engineering College,Jawaharlal Nehru Technological University - [JNTU],"Kandukur, Andhra Pradesh","Prakasam Engineering College Kandukur, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,30 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Akula Sreeramulu College of Engineering,Jawaharlal Nehru Technological University - [JNTU],"Tanuku, Andhra Pradesh","Akula Sreeramulu College of Engineering Tanuku, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,30 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Seshachala Institute of Technology,Jawaharlal Nehru Technological University - [JNTU],"Puttur, Andhra Pradesh","Seshachala Institute of Technology Puttur, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,35 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",KKC Institute of Technology and Engineering,Jawaharlal Nehru Technological University - [JNTU],"Puttur, Andhra Pradesh","KKC Institute of Technology and Engineering Puttur, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,35 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Avanthi's Research and Technological Academy,Jawaharlal Nehru Technological University - [JNTU],"Vizianagaram, Andhra Pradesh","Avanthi's Research and Technological Academy Vizianagaram, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,37.6 k / Year
"AP EAMCET 2018Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test",Akula Sreeramulu Institute of Engineering and Technology,Jawaharlal Nehru Technological University - [JNTU],"Tanuku, Andhra Pradesh","Akula Sreeramulu Institute of Engineering and Technology Tanuku, Andhra Pradesh Jawaharlal Nehru Technological University - [JNTU]",,BE/B.Tech,50.2 k / Year
